Fecha de registro;numero_radicado;nit_proveedor;nombre_proveedor;moneda;fecha_factura;numero_factura;pedido;valor_total $;estado_factura;categoria;tipo_factura;responsable
2/12/2023;NT0009;NIT0000000067;Mitie;COP;27/02/2023;FAC-9;PED-4627;7500000,00;Pendiente;Servicios Públicos;Fisica;Responsable 9
18/12/2022;NT0009;NIT0000000068;EY;COP;15/11/2024;FAC-9;PED-4628;35000000,00;Pendiente;Servicios;Fisica;Responsable 9
8/08/2023;NT0009;NIT0000000069;BCG;COP;9/05/2025;FAC-9;PED-4629;145000000,00;Pendiente;Servicios;Fisica;Responsable 9
10/11/2022;NT0009;NIT0000000070;Google;COP;14/05/2024;FAC-9;PED-4630;15000000,00;Pendiente;Tecnologia;Fisica;Responsable 9
28/04/2022;NT00010;NIT0000000001;ABM;COP;15/05/2024;FAC-10;PED-4631;6200000,00;Pagada;Servicios Públicos;Electronica;Responsable 0
1/07/2022;NT00010;NIT0000000002;Subway;COP;27/01/2025;FAC-10;PED-4632;9000000,00;Pagada;Consultoría;Electronica;Responsable 0
3/06/2023;NT00010;NIT0000000003;Sodexo;COP;20/11/2023;FAC-10;PED-4633;11000000,00;Pagada;Servicios Públicos;Electronica;Responsable 0
8/07/2022;NT00010;NIT0000000005;ISS;COP;6/03/2024;FAC-10;PED-4635;9800000,00;Pagada;Servicios Públicos;Electronica;Responsable 0
1/02/2022;NT00010;NIT0000000006;Rentokil;COP;30/12/2025;FAC-10;PED-4636;1200000,00;Pagada;Servicios Públicos;Electronica;Responsable 0
9/12/2023;NT00010;NIT0000000008;IBM;COP;3/02/2024;FAC-10;PED-4638;25000000,00;Pagada;Tecnologia;Electronica;Responsable 0
11/12/2023;NT00010;NIT0000000009;Oma;COP;16/11/2023;FAC-10;PED-4639;3200000,00;Pagada;Consultoría;Electronica;Responsable 0
4/10/2022;NT00010;NIT0000000010;Deloitte;COP;6/12/2024;FAC-10;PED-4640;40000000,00;Pagada;Servicios;Electronica;Responsable 0
14/03/2023;NT00010;NIT0000000011;Apple;COP;20/01/2023;FAC-10;PED-4641;45000000,00;Pagada;Tecnologia;Electronica;Responsable 0
2/07/2024;NT00010;NIT0000000012;Intel;COP;19/02/2023;FAC-10;PED-4642;32000000,00;Pagada;Tecnologia;Electronica;Responsable 0
11/05/2022;NT00010;NIT0000000013;General Mills;COP;6/10/2025;FAC-10;PED-4643;39000000,00;Pagada;Alimentación;Electronica;Responsable 0
18/07/2023;NT00010;NIT0000000014;Unilever;COP;21/01/2025;FAC-10;PED-4644;57400000,00;Pagada;Alimentación;Electronica;Responsable 0
4/02/2025;NT00010;NIT0000000015;Dunkin Donuts;COP;27/02/2022;FAC-10;PED-4645;35000000,00;Pagada;Consultoría;Electronica;Responsable 0
6/03/2023;NT00010;NIT0000000017;Aramark;COP;16/03/2025;FAC-10;PED-4647;12000000,00;Pagada;Servicios Públicos;Electronica;Responsable 0
10/08/2022;NT00010;NIT0000000018;E.ON;COP;11/06/2022;FAC-10;PED-4648;18000000,00;Pagada;Energía;Electronica;Responsable 0
25/08/2024;NT00010;NIT0000000020;Iberdrola;COP;4/08/2025;FAC-10;PED-4650;17500000,00;Pagada;Energía;Electronica;Responsable 0
21/04/2023;NT00010;NIT0000000021;Engie;COP;24/12/2023;FAC-10;PED-4651;22000000,00;Pagada;Energía;Electronica;Responsable 0
3/03/2024;NT00010;NIT0000000023;TCS;COP;18/11/2022;FAC-10;PED-4653;120000000,00;Pagada;Servicios;Electronica;Responsable 0
28/06/2025;NT00010;NIT0000000024;PepsiCo;COP;6/06/2022;FAC-10;PED-4654;7000000,00;Pagada;Alimentación;Electronica;Responsable 0
6/07/2024;NT00010;NIT0000000025;PwC;COP;22/05/2025;FAC-10;PED-4655;28000000,00;Pagada;Servicios;Electronica;Responsable 0
16/04/2022;NT00010;NIT0000000027;Duke Energy;COP;4/12/2023;FAC-10;PED-4657;21500000,00;Pagada;Energía;Electronica;Responsable 0
9/04/2023;NT00010;NIT0000000028;McKinsey;COP;23/06/2025;FAC-10;PED-4658;150000000,00;Pagada;Servicios;Electronica;Responsable 0
17/12/2024;NT00010;NIT0000000029;Danone;COP;7/07/2025;FAC-10;PED-4659;5800000,00;Pagada;Alimentación;Electronica;Responsable 0
21/06/2023;NT00010;NIT0000000030;Facebook;COP;1/09/2025;FAC-10;PED-4660;5000000,00;Pagada;Tecnologia;Electronica;Responsable 0
19/05/2022;NT00010;NIT0000000031;Microsoft;COP;8/01/2022;FAC-10;PED-4661;18000000,00;Pagada;Tecnologia;Electronica;Responsable 0
3/09/2022;NT00010;NIT0000000032;Enel;COP;22/02/2023;FAC-10;PED-4662;20000000,00;Pagada;Energía;Electronica;Responsable 0
23/04/2023;NT00010;NIT0000000033;Coca-Cola;COP;15/01/2024;FAC-10;PED-4663;9000000,00;Pagada;Alimentación;Electronica;Responsable 0
21/10/2022;NT00010;NIT0000000035;Kellogg;COP;3/09/2022;FAC-10;PED-4665;6300000,00;Pagada;Alimentación;Electronica;Responsable 0
26/06/2024;NT00010;NIT0000000036;Southern Company;COP;22/06/2022;FAC-10;PED-4666;19800000,00;Pagada;Energía;Electronica;Responsable 0
12/11/2023;NT00010;NIT0000000037;Kraft Heinz;COP;18/07/2025;FAC-10;PED-4667;4500000,00;Pagada;Alimentación;Electronica;Responsable 0
17/07/2025;NT00010;NIT0000000038;G4S;COP;28/02/2023;FAC-10;PED-4668;8500000,00;Pagada;Servicios Públicos;Electronica;Responsable 0
22/06/2024;NT00010;NIT0000000040;RWE;COP;13/10/2025;FAC-10;PED-4670;19000000,00;Pagada;Energía;Electronica;Responsable 0
23/05/2022;NT00010;NIT0000000041;Juan Valdez;COP;30/05/2023;FAC-10;PED-4671;4200000,00;Pagada;Consultoría;Electronica;Responsable 0
20/06/2024;NT00010;NIT0000000042;Compass Group;COP;29/06/2024;FAC-10;PED-4672;10500000,00;Pagada;Servicios Públicos;Electronica;Responsable 0
7/01/2023;NT00010;NIT0000000043;Serco;COP;27/03/2023;FAC-10;PED-4673;9000000,00;Pagada;Servicios Públicos;Electronica;Responsable 0
13/01/2023;NT00010;NIT0000000045;NextEra Energy;COP;26/09/2025;FAC-10;PED-4675;23000000,00;Pagada;Energía;Electronica;Responsable 0
12/05/2022;NT00010;NIT0000000046;Exelon;COP;14/11/2024;FAC-10;PED-4676;18700000,00;Pagada;Energía;Electronica;Responsable 0
31/12/2024;NT00010;NIT0000000047;EDF;COP;11/03/2022;FAC-10;PED-4677;19200000,00;Pagada;Energía;Electronica;Responsable 0
2/05/2023;NT00010;NIT0000000048;Oracle;COP;1/08/2022;FAC-10;PED-4678;80000000,00;Pagada;Tecnologia;Electronica;Responsable 0
20/09/2024;NT00010;NIT0000000049;Starbucks;COP;8/07/2025;FAC-10;PED-4679;5500000,00;Pagada;Consultoría;Electronica;Responsable 0
28/07/2025;NT00010;NIT0000000050;Accenture;COP;30/07/2023;FAC-10;PED-4680;95000000,00;Pagada;Servicios;Electronica;Responsable 0
15/03/2023;NT00010;NIT0000000051;Mondelez;COP;28/04/2023;FAC-10;PED-4681;6900000,00;Pagada;Alimentación;Electronica;Responsable 0
1/03/2024;NT00010;NIT0000000052;KPMG;COP;7/03/2023;FAC-10;PED-4682;30000000,00;Pagada;Servicios;Electronica;Responsable 0
23/03/2024;NT00010;NIT0000000053;Cisco;COP;12/06/2023;FAC-10;PED-4683;35000000,00;Pagada;Tecnologia;Electronica;Responsable 0
10/09/2025;NT00010;NIT0000000056;Burger King;COP;21/07/2023;FAC-10;PED-4686;45000000,00;Pagada;Consultoría;Electronica;Responsable 0
14/08/2025;NT00010;NIT0000000057;KFC;COP;23/12/2023;FAC-10;PED-4687;38000000,00;Pagada;Consultoría;Electronica;Responsable 0
25/08/2024;NT00010;NIT0000000058;Capgemini;COP;2/05/2024;FAC-10;PED-4688;80000000,00;Pagada;Servicios;Electronica;Responsable 0
24/08/2024;NT00010;NIT0000000059;Amazon;COP;14/04/2023;FAC-10;PED-4689;22000000,00;Pagada;Tecnologia;Electronica;Responsable 0
30/10/2024;NT00010;NIT0000000060;Tostao;COP;17/09/2025;FAC-10;PED-4690;7600000,00;Pagada;Consultoría;Electronica;Responsable 0
13/10/2023;NT00010;NIT0000000061;McDonald's;COP;11/07/2025;FAC-10;PED-4691;60000000,00;Pagada;Consultoría;Electronica;Responsable 0
1/06/2022;NT00010;NIT0000000062;Bain;COP;29/06/2022;FAC-10;PED-4692;140000000,00;Pagada;Servicios;Electronica;Responsable 0
30/10/2022;NT00010;NIT0000000063;Procter & Gamble;COP;13/02/2022;FAC-10;PED-4693;7200000,00;Pagada;Alimentación;Electronica;Responsable 0
24/12/2022;NT00010;NIT0000000064;Securitas;COP;28/04/2024;FAC-10;PED-4694;8700000,00;Pagada;Servicios Públicos;Electronica;Responsable 0
27/01/2022;NT00010;NIT0000000065;Crepes & Waffles;COP;14/12/2025;FAC-10;PED-4695;7500000,00;Pagada;Consultoría;Electronica;Responsable 0
20/04/2025;NT00010;NIT0000000066;SAP;COP;21/04/2025;FAC-10;PED-4696;240000000,00;Pagada;Tecnologia;Electronica;Responsable 0
2/11/2025;NT00010;NIT0000000067;Mitie;COP;1/05/2023;FAC-10;PED-4697;7500000,00;Pagada;Servicios Públicos;Electronica;Responsable 0
28/02/2024;NT00010;NIT0000000068;EY;COP;10/02/2023;FAC-10;PED-4698;35000000,00;Pagada;Servicios;Electronica;Responsable 0
26/12/2023;NT00010;NIT0000000069;BCG;COP;26/12/2022;FAC-10;PED-4699;145000000,00;Pagada;Servicios;Electronica;Responsable 0
8/12/2024;NT00010;NIT0000000070;Google;COP;6/03/2024;FAC-10;PED-4700;15000000,00;Pagada;Tecnologia;Electronica;Responsable 0
5/09/2024;NT00011;NIT0000000001;ABM;COP;23/05/2025;FAC-11;PED-4701;6200000,00;Pendiente;Servicios Públicos;Fisica;Responsable 1
24/03/2025;NT00011;NIT0000000002;Subway;COP;25/11/2024;FAC-11;PED-4702;9000000,00;Pendiente;Consultoría;Fisica;Responsable 1
1/06/2022;NT00011;NIT0000000003;Sodexo;COP;3/08/2024;FAC-11;PED-4703;11000000,00;Pendiente;Servicios Públicos;Fisica;Responsable 1
27/01/2025;NT00011;NIT0000000005;ISS;COP;12/12/2023;FAC-11;PED-4705;9800000,00;Pendiente;Servicios Públicos;Fisica;Responsable 1
14/10/2022;NT00011;NIT0000000006;Rentokil;COP;16/08/2023;FAC-11;PED-4706;1200000,00;Pendiente;Servicios Públicos;Fisica;Responsable 1
13/12/2023;NT00011;NIT0000000008;IBM;COP;4/01/2023;FAC-11;PED-4708;50000000,00;Pendiente;Tecnologia;Fisica;Responsable 1
2/07/2022;NT00011;NIT0000000009;Oma;COP;1/02/2024;FAC-11;PED-4709;9600000,00;Pendiente;Consultoría;Fisica;Responsable 1
21/01/2025;NT00011;NIT0000000010;Deloitte;COP;27/12/2024;FAC-11;PED-4710;40000000,00;Pendiente;Servicios;Fisica;Responsable 1
23/05/2024;NT00011;NIT0000000011;Apple;COP;24/08/2024;FAC-11;PED-4711;45000000,00;Pendiente;Tecnologia;Fisica;Responsable 1
24/05/2025;NT00011;NIT0000000012;Intel;COP;10/09/2025;FAC-11;PED-4712;32000000,00;Pendiente;Tecnologia;Fisica;Responsable 1
3/11/2022;NT00011;NIT0000000013;General Mills;COP;30/03/2023;FAC-11;PED-4713;6500000,00;Pendiente;Alimentación;Fisica;Responsable 1
13/07/2025;NT00011;NIT0000000014;Unilever;COP;24/04/2025;FAC-11;PED-4714;8200000,00;Pendiente;Alimentación;Fisica;Responsable 1
14/07/2024;NT00011;NIT0000000015;Dunkin Donuts;COP;14/04/2023;FAC-11;PED-4715;70000000,00;Pendiente;Consultoría;Fisica;Responsable 1
29/05/2024;NT00011;NIT0000000017;Aramark;COP;31/07/2025;FAC-11;PED-4717;12000000,00;Pendiente;Servicios Públicos;Fisica;Responsable 1
29/03/2022;NT00011;NIT0000000018;E.ON;COP;27/06/2024;FAC-11;PED-4718;18000000,00;Pendiente;Energía;Fisica;Responsable 1
26/09/2022;NT00011;NIT0000000020;Iberdrola;COP;17/02/2024;FAC-11;PED-4720;17500000,00;Pendiente;Energía;Fisica;Responsable 1
28/03/2022;NT00011;NIT0000000021;Engie;COP;17/06/2025;FAC-11;PED-4721;22000000,00;Pendiente;Energía;Fisica;Responsable 1
29/10/2022;NT00011;NIT0000000023;TCS;COP;18/07/2023;FAC-11;PED-4723;120000000,00;Pendiente;Servicios;Fisica;Responsable 1
8/08/2025;NT00011;NIT0000000024;PepsiCo;COP;16/08/2025;FAC-11;PED-4724;7000000,00;Pendiente;Alimentación;Fisica;Responsable 1
8/12/2022;NT00011;NIT0000000025;PwC;COP;18/02/2023;FAC-11;PED-4725;28000000,00;Pendiente;Servicios;Fisica;Responsable 1
10/09/2024;NT00011;NIT0000000027;Duke Energy;COP;21/02/2022;FAC-11;PED-4727;21500000,00;Pendiente;Energía;Fisica;Responsable 1
17/05/2024;NT00011;NIT0000000028;McKinsey;COP;31/10/2022;FAC-11;PED-4728;150000000,00;Pendiente;Servicios;Fisica;Responsable 1
23/02/2025;NT00011;NIT0000000029;Danone;COP;19/08/2022;FAC-11;PED-4729;5800000,00;Pendiente;Alimentación;Fisica;Responsable 1
13/08/2025;NT00011;NIT0000000030;Facebook;COP;19/09/2024;FAC-11;PED-4730;5000000,00;Pendiente;Tecnologia;Fisica;Responsable 1
24/11/2022;NT00011;NIT0000000031;Microsoft;COP;20/04/2023;FAC-11;PED-4731;36000000,00;Pendiente;Tecnologia;Fisica;Responsable 1
14/06/2025;NT00011;NIT0000000032;Enel;COP;19/07/2022;FAC-11;PED-4732;20000000,00;Pendiente;Energía;Fisica;Responsable 1
25/11/2023;NT00011;NIT0000000033;Coca-Cola;COP;3/09/2022;FAC-11;PED-4733;9000000,00;Pendiente;Alimentación;Fisica;Responsable 1
31/05/2024;NT00011;NIT0000000035;Kellogg;COP;10/03/2025;FAC-11;PED-4735;12600000,00;Pendiente;Alimentación;Fisica;Responsable 1
28/10/2025;NT00011;NIT0000000036;Southern Company;COP;29/05/2022;FAC-11;PED-4736;19800000,00;Pendiente;Energía;Fisica;Responsable 1
19/10/2023;NT00011;NIT0000000037;Kraft Heinz;COP;3/04/2025;FAC-11;PED-4737;9000000,00;Pendiente;Alimentación;Fisica;Responsable 1
31/05/2023;NT00011;NIT0000000038;G4S;COP;9/12/2022;FAC-11;PED-4738;8500000,00;Pendiente;Servicios Públicos;Fisica;Responsable 1
11/04/2022;NT00011;NIT0000000040;RWE;COP;1/11/2022;FAC-11;PED-4740;19000000,00;Pendiente;Energía;Fisica;Responsable 1
22/09/2025;NT00011;NIT0000000041;Juan Valdez;COP;28/09/2023;FAC-11;PED-4741;4200000,00;Pendiente;Consultoría;Fisica;Responsable 1
26/10/2023;NT00011;NIT0000000042;Compass Group;COP;18/08/2022;FAC-11;PED-4742;10500000,00;Pendiente;Servicios Públicos;Fisica;Responsable 1
29/11/2023;NT00011;NIT0000000043;Serco;COP;12/10/2025;FAC-11;PED-4743;9000000,00;Pendiente;Servicios Públicos;Fisica;Responsable 1
5/06/2024;NT00011;NIT0000000045;NextEra Energy;COP;22/11/2023;FAC-11;PED-4745;23000000,00;Pendiente;Energía;Fisica;Responsable 1
24/12/2025;NT00011;NIT0000000046;Exelon;COP;1/10/2022;FAC-11;PED-4746;18700000,00;Pendiente;Energía;Fisica;Responsable 1
16/03/2022;NT00011;NIT0000000047;EDF;COP;30/11/2024;FAC-11;PED-4747;19200000,00;Pendiente;Energía;Fisica;Responsable 1
25/09/2024;NT00011;NIT0000000048;Oracle;COP;9/11/2025;FAC-11;PED-4748;80000000,00;Pendiente;Tecnologia;Fisica;Responsable 1
26/07/2022;NT00011;NIT0000000049;Starbucks;COP;23/11/2025;FAC-11;PED-4749;5500000,00;Pendiente;Consultoría;Fisica;Responsable 1
11/09/2025;NT00011;NIT0000000050;Accenture;COP;4/07/2025;FAC-11;PED-4750;95000000,00;Pendiente;Servicios;Fisica;Responsable 1
20/12/2025;NT00011;NIT0000000051;Mondelez;COP;5/11/2022;FAC-11;PED-4751;13800000,00;Pendiente;Alimentación;Fisica;Responsable 1
17/02/2023;NT00011;NIT0000000052;KPMG;COP;7/06/2022;FAC-11;PED-4752;30000000,00;Pendiente;Servicios;Fisica;Responsable 1
24/05/2025;NT00011;NIT0000000053;Cisco;COP;4/12/2022;FAC-11;PED-4753;35000000,00;Pendiente;Tecnologia;Fisica;Responsable 1
1/10/2025;NT00011;NIT0000000056;Burger King;COP;28/07/2025;FAC-11;PED-4756;90000000,00;Pendiente;Consultoría;Fisica;Responsable 1
28/08/2023;NT00011;NIT0000000057;KFC;COP;3/07/2024;FAC-11;PED-4757;38000000,00;Pendiente;Consultoría;Fisica;Responsable 1
24/06/2025;NT00011;NIT0000000058;Capgemini;COP;24/08/2023;FAC-11;PED-4758;80000000,00;Pendiente;Servicios;Fisica;Responsable 1
9/11/2023;NT00011;NIT0000000059;Amazon;COP;12/05/2022;FAC-11;PED-4759;22000000,00;Pendiente;Tecnologia;Fisica;Responsable 1
13/08/2025;NT00011;NIT0000000060;Tostao;COP;23/02/2025;FAC-11;PED-4760;3800000,00;Pendiente;Consultoría;Fisica;Responsable 1
27/05/2024;NT00011;NIT0000000061;McDonald's;COP;26/06/2022;FAC-11;PED-4761;120000000,00;Pendiente;Consultoría;Fisica;Responsable 1
21/02/2024;NT00011;NIT0000000062;Bain;COP;26/10/2023;FAC-11;PED-4762;140000000,00;Pendiente;Servicios;Fisica;Responsable 1
15/02/2023;NT00011;NIT0000000063;Procter & Gamble;COP;17/08/2025;FAC-11;PED-4763;14400000,00;Pendiente;Alimentación;Fisica;Responsable 1
5/05/2024;NT00011;NIT0000000064;Securitas;COP;7/03/2022;FAC-11;PED-4764;8700000,00;Pendiente;Servicios Públicos;Fisica;Responsable 1
9/09/2023;NT00011;NIT0000000065;Crepes & Waffles;COP;7/08/2023;FAC-11;PED-4765;22500000,00;Pendiente;Consultoría;Fisica;Responsable 1
14/07/2022;NT00011;NIT0000000066;SAP;COP;1/12/2023;FAC-11;PED-4766;240000000,00;Pendiente;Tecnologia;Fisica;Responsable 1
30/04/2022;NT00011;NIT0000000067;Mitie;COP;23/06/2023;FAC-11;PED-4767;7500000,00;Pendiente;Servicios Públicos;Fisica;Responsable 1
27/10/2023;NT00011;NIT0000000068;EY;COP;5/11/2025;FAC-11;PED-4768;35000000,00;Pendiente;Servicios;Fisica;Responsable 1
28/11/2023;NT00011;NIT0000000069;BCG;COP;14/02/2025;FAC-11;PED-4769;145000000,00;Pendiente;Servicios;Fisica;Responsable 1
29/08/2022;NT00011;NIT0000000070;Google;COP;14/05/2022;FAC-11;PED-4770;15000000,00;Pendiente;Tecnologia;Fisica;Responsable 1
25/10/2024;NT00012;NIT0000000001;ABM;COP;7/06/2025;FAC-12;PED-4771;6200000,00;Pagada;Servicios Públicos;Electronica;Responsable 2
26/07/2025;NT00012;NIT0000000002;Subway;COP;12/12/2024;FAC-12;PED-4772;18000000,00;Pagada;Consultoría;Electronica;Responsable 2
7/01/2024;NT00012;NIT0000000003;Sodexo;COP;19/01/2024;FAC-12;PED-4773;11000000,00;Pagada;Servicios Públicos;Electronica;Responsable 2
28/11/2025;NT00012;NIT0000000005;ISS;COP;9/03/2024;FAC-12;PED-4775;9800000,00;Pagada;Servicios Públicos;Electronica;Responsable 2
6/03/2022;NT00012;NIT0000000006;Rentokil;COP;14/03/2023;FAC-12;PED-4776;1200000,00;Pagada;Servicios Públicos;Electronica;Responsable 2
16/06/2022;NT00012;NIT0000000008;IBM;COP;31/08/2022;FAC-12;PED-4778;50000000,00;Pagada;Tecnologia;Electronica;Responsable 2
17/10/2023;NT00012;NIT0000000009;Oma;COP;22/02/2024;FAC-12;PED-4779;6400000,00;Pagada;Consultoría;Electronica;Responsable 2
19/06/2023;NT00012;NIT0000000010;Deloitte;COP;20/10/2025;FAC-12;PED-4780;40000000,00;Pagada;Servicios;Electronica;Responsable 2
25/02/2022;NT00012;NIT0000000011;Apple;COP;3/11/2022;FAC-12;PED-4781;45000000,00;Pagada;Tecnologia;Electronica;Responsable 2
17/10/2023;NT00012;NIT0000000012;Intel;COP;2/11/2022;FAC-12;PED-4782;32000000,00;Pagada;Tecnologia;Electronica;Responsable 2
19/04/2022;NT00012;NIT0000000013;General Mills;COP;27/02/2025;FAC-12;PED-4783;13000000,00;Pagada;Alimentación;Electronica;Responsable 2
22/01/2023;NT00012;NIT0000000014;Unilever;COP;8/02/2023;FAC-12;PED-4784;16400000,00;Pagada;Alimentación;Electronica;Responsable 2
29/12/2025;NT00012;NIT0000000015;Dunkin Donuts;COP;21/05/2024;FAC-12;PED-4785;35000000,00;Pagada;Consultoría;Electronica;Responsable 2
20/11/2025;NT00012;NIT0000000017;Aramark;COP;16/08/2022;FAC-12;PED-4787;12000000,00;Pagada;Servicios Públicos;Electronica;Responsable 2
19/07/2022;NT00012;NIT0000000018;E.ON;COP;23/12/2023;FAC-12;PED-4788;18000000,00;Pagada;Energía;Electronica;Responsable 2
30/12/2022;NT00012;NIT0000000020;Iberdrola;COP;28/09/2022;FAC-12;PED-4790;17500000,00;Pagada;Energía;Electronica;Responsable 2
26/09/2024;NT00012;NIT0000000021;Engie;COP;28/07/2025;FAC-12;PED-4791;22000000,00;Pagada;Energía;Electronica;Responsable 2
13/12/2023;NT00012;NIT0000000023;TCS;COP;18/11/2025;FAC-12;PED-4793;120000000,00;Pagada;Servicios;Electronica;Responsable 2
18/10/2025;NT00012;NIT0000000024;PepsiCo;COP;21/07/2022;FAC-12;PED-4794;14000000,00;Pagada;Alimentación;Electronica;Responsable 2
1/07/2022;NT00012;NIT0000000025;PwC;COP;6/02/2022;FAC-12;PED-4795;28000000,00;Pagada;Servicios;Electronica;Responsable 2
13/09/2022;NT00012;NIT0000000027;Duke Energy;COP;10/12/2023;FAC-12;PED-4797;21500000,00;Pagada;Energía;Electronica;Responsable 2
25/06/2024;NT00012;NIT0000000028;McKinsey;COP;29/12/2022;FAC-12;PED-4798;150000000,00;Pagada;Servicios;Electronica;Responsable 2
20/07/2022;NT00012;NIT0000000029;Danone;COP;5/12/2024;FAC-12;PED-4799;23200000,00;Pagada;Alimentación;Electronica;Responsable 2
22/01/2022;NT00012;NIT0000000030;Facebook;COP;20/09/2023;FAC-12;PED-4800;5000000,00;Pagada;Tecnologia;Electronica;Responsable 2
15/04/2025;NT00012;NIT0000000031;Microsoft;COP;13/05/2024;FAC-12;PED-4801;36000000,00;Pagada;Tecnologia;Electronica;Responsable 2
7/03/2023;NT00012;NIT0000000032;Enel;COP;28/03/2024;FAC-12;PED-4802;20000000,00;Pagada;Energía;Electronica;Responsable 2
26/11/2022;NT00012;NIT0000000033;Coca-Cola;COP;14/12/2025;FAC-12;PED-4803;36000000,00;Pagada;Alimentación;Electronica;Responsable 2
9/09/2024;NT00012;NIT0000000035;Kellogg;COP;25/02/2024;FAC-12;PED-4805;25200000,00;Pagada;Alimentación;Electronica;Responsable 2
6/01/2024;NT00012;NIT0000000036;Southern Company;COP;30/08/2024;FAC-12;PED-4806;19800000,00;Pagada;Energía;Electronica;Responsable 2
25/02/2022;NT00012;NIT0000000037;Kraft Heinz;COP;24/08/2024;FAC-12;PED-4807;18000000,00;Pagada;Alimentación;Electronica;Responsable 2
13/04/2025;NT00012;NIT0000000038;G4S;COP;27/05/2023;FAC-12;PED-4808;8500000,00;Pagada;Servicios Públicos;Electronica;Responsable 2
10/05/2025;NT00012;NIT0000000040;RWE;COP;20/12/2024;FAC-12;PED-4810;19000000,00;Pagada;Energía;Electronica;Responsable 2
22/06/2025;NT00012;NIT0000000041;Juan Valdez;COP;16/12/2025;FAC-12;PED-4811;8400000,00;Pagada;Consultoría;Electronica;Responsable 2
11/12/2025;NT00012;NIT0000000042;Compass Group;COP;23/07/2025;FAC-12;PED-4812;10500000,00;Pagada;Servicios Públicos;Electronica;Responsable 2
18/11/2023;NT00012;NIT0000000043;Serco;COP;17/02/2024;FAC-12;PED-4813;9000000,00;Pagada;Servicios Públicos;Electronica;Responsable 2
3/08/2022;NT00012;NIT0000000045;NextEra Energy;COP;14/01/2025;FAC-12;PED-4815;23000000,00;Pagada;Energía;Electronica;Responsable 2
3/04/2022;NT00012;NIT0000000046;Exelon;COP;3/12/2025;FAC-12;PED-4816;18700000,00;Pagada;Energía;Electronica;Responsable 2
3/05/2024;NT00012;NIT0000000047;EDF;COP;9/02/2022;FAC-12;PED-4817;19200000,00;Pagada;Energía;Electronica;Responsable 2
29/07/2025;NT00012;NIT0000000048;Oracle;COP;15/11/2022;FAC-12;PED-4818;80000000,00;Pagada;Tecnologia;Electronica;Responsable 2
7/07/2023;NT00012;NIT0000000049;Starbucks;COP;16/01/2025;FAC-12;PED-4819;5500000,00;Pagada;Consultoría;Electronica;Responsable 2
11/08/2023;NT00012;NIT0000000050;Accenture;COP;14/10/2024;FAC-12;PED-4820;95000000,00;Pagada;Servicios;Electronica;Responsable 2
14/08/2022;NT00012;NIT0000000051;Mondelez;COP;29/11/2023;FAC-12;PED-4821;27600000,00;Pagada;Alimentación;Electronica;Responsable 2
26/12/2025;NT00012;NIT0000000052;KPMG;COP;11/12/2023;FAC-12;PED-4822;30000000,00;Pagada;Servicios;Electronica;Responsable 2
7/03/2025;NT00012;NIT0000000053;Cisco;COP;9/10/2022;FAC-12;PED-4823;35000000,00;Pagada;Tecnologia;Electronica;Responsable 2
25/02/2025;NT00012;NIT0000000056;Burger King;COP;2/01/2025;FAC-12;PED-4826;90000000,00;Pagada;Consultoría;Electronica;Responsable 2
7/05/2023;NT00012;NIT0000000057;KFC;COP;10/03/2023;FAC-12;PED-4827;38000000,00;Pagada;Consultoría;Electronica;Responsable 2
17/06/2025;NT00012;NIT0000000058;Capgemini;COP;18/01/2024;FAC-12;PED-4828;80000000,00;Pagada;Servicios;Electronica;Responsable 2
21/10/2025;NT00012;NIT0000000059;Amazon;COP;29/11/2025;FAC-12;PED-4829;22000000,00;Pagada;Tecnologia;Electronica;Responsable 2
5/06/2025;NT00012;NIT0000000060;Tostao;COP;17/09/2025;FAC-12;PED-4830;7600000,00;Pagada;Consultoría;Electronica;Responsable 2
23/09/2025;NT00012;NIT0000000061;McDonald's;COP;16/12/2022;FAC-12;PED-4831;60000000,00;Pagada;Consultoría;Electronica;Responsable 2
30/11/2023;NT00012;NIT0000000062;Bain;COP;2/01/2025;FAC-12;PED-4832;70000000,00;Pagada;Servicios;Electronica;Responsable 2
8/01/2024;NT00012;NIT0000000063;Procter & Gamble;COP;9/02/2025;FAC-12;PED-4833;28800000,00;Pagada;Alimentación;Electronica;Responsable 2
12/11/2022;NT00012;NIT0000000064;Securitas;COP;7/02/2024;FAC-12;PED-4834;8700000,00;Pagada;Servicios Públicos;Electronica;Responsable 2
26/07/2023;NT00012;NIT0000000065;Crepes & Waffles;COP;9/06/2024;FAC-12;PED-4835;15000000,00;Pagada;Consultoría;Electronica;Responsable 2
18/12/2022;NT00012;NIT0000000066;SAP;COP;30/11/2024;FAC-12;PED-4836;120000000,00;Pagada;Tecnologia;Electronica;Responsable 2
15/10/2022;NT00012;NIT0000000067;Mitie;COP;8/04/2023;FAC-12;PED-4837;7500000,00;Pagada;Servicios Públicos;Electronica;Responsable 2
20/07/2023;NT00012;NIT0000000068;EY;COP;16/11/2024;FAC-12;PED-4838;35000000,00;Pagada;Servicios;Electronica;Responsable 2
10/07/2022;NT00012;NIT0000000069;BCG;COP;21/02/2025;FAC-12;PED-4839;145000000,00;Pagada;Servicios;Electronica;Responsable 2
6/01/2023;NT00012;NIT0000000070;Google;COP;3/12/2022;FAC-12;PED-4840;15000000,00;Pagada;Tecnologia;Electronica;Responsable 2
