Fecha de registro;numero_radicado;nit_proveedor;nombre_proveedor;moneda;fecha_factura;numero_factura;pedido;valor_total;estado_factura;categoria;tipo_factura;responsable
22/06/2024;NT00521;NIT0000000045;NextEra Energy;COP;30/06/2025;FAC-9;PED-4605;$ 23.000.000;Pendiente;Energía;Fisica;Responsable 9
2/07/2025;NT00522;NIT0000000046;Exelon;COP;5/12/2024;FAC-9;PED-4606;$ 18.700.000;Pendiente;Energía;Fisica;Responsable 9
28/12/2022;NT00523;NIT0000000047;EDF;COP;18/11/2024;FAC-9;PED-4607;$ 19.200.000;Pendiente;Energía;Fisica;Responsable 9
5/12/2025;NT00524;NIT0000000048;Oracle;COP;15/02/2023;FAC-9;PED-4608;$ 40.000.000;Pendiente;Tecnologia;Fisica;Responsable 9
2/05/2024;NT00525;NIT0000000049;Starbucks;COP;17/08/2023;FAC-9;PED-4609;$ 5.500.000;Pendiente;Consultoría;Fisica;Responsable 9
17/08/2024;NT00526;NIT0000000050;Accenture;COP;28/05/2023;FAC-9;PED-4610;$ 95.000.000;Pendiente;Servicios;Fisica;Responsable 9
4/06/2024;NT00527;NIT0000000051;Mondelez;COP;29/12/2024;FAC-9;PED-4611;$ 34.500.000;Pendiente;Alimentación;Fisica;Responsable 9
21/07/2024;NT00528;NIT0000000052;KPMG;COP;13/01/2025;FAC-9;PED-4612;$ 30.000.000;Pendiente;Servicios;Fisica;Responsable 9
31/01/2022;NT00529;NIT0000000053;Cisco;COP;25/07/2024;FAC-9;PED-4613;$ 35.000.000;Pendiente;Tecnologia;Fisica;Responsable 9
30/11/2022;NT00530;NIT0000000056;Burger King;COP;30/03/2022;FAC-9;PED-4616;$ 45.000.000;Pendiente;Consultoría;Fisica;Responsable 9
28/09/2024;NT00531;NIT0000000057;KFC;COP;9/07/2022;FAC-9;PED-4617;$ 38.000.000;Pendiente;Consultoría;Fisica;Responsable 9
17/07/2022;NT00532;NIT0000000058;Capgemini;COP;15/09/2023;FAC-9;PED-4618;$ 80.000.000;Pendiente;Servicios;Fisica;Responsable 9
22/08/2025;NT00533;NIT0000000059;Amazon;COP;26/12/2025;FAC-9;PED-4619;$ 22.000.000;Pendiente;Tecnologia;Fisica;Responsable 9
2/12/2024;NT00534;NIT0000000060;Tostao;COP;24/06/2023;FAC-9;PED-4620;$ 3.800.000;Pendiente;Consultoría;Fisica;Responsable 9
11/06/2022;NT00535;NIT0000000061;McDonald's;COP;12/05/2023;FAC-9;PED-4621;$ 60.000.000;Pendiente;Consultoría;Fisica;Responsable 9
9/06/2023;NT00536;NIT0000000062;Bain;COP;30/05/2023;FAC-9;PED-4622;$ 140.000.000;Pendiente;Servicios;Fisica;Responsable 9
9/04/2022;NT00537;NIT0000000063;Procter & Gamble;COP;18/09/2023;FAC-9;PED-4623;$ 43.200.000;Pendiente;Alimentación;Fisica;Responsable 9
12/02/2024;NT00538;NIT0000000064;Securitas;COP;25/06/2023;FAC-9;PED-4624;$ 8.700.000;Pendiente;Servicios Públicos;Fisica;Responsable 9
5/07/2022;NT00539;NIT0000000065;Crepes & Waffles;COP;6/01/2025;FAC-9;PED-4625;$ 7.500.000;Pendiente;Consultoría;Fisica;Responsable 9
18/08/2023;NT00540;NIT0000000066;SAP;COP;13/05/2022;FAC-9;PED-4626;$ 120.000.000;Pendiente;Tecnologia;Fisica;Responsable 9
2/12/2023;NT00541;NIT0000000067;Mitie;COP;27/02/2023;FAC-9;PED-4627;$ 7.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 9
18/12/2022;NT00542;NIT0000000068;EY;COP;15/11/2024;FAC-9;PED-4628;$ 35.000.000;Pendiente;Servicios;Fisica;Responsable 9
8/08/2023;NT00543;NIT0000000069;BCG;COP;9/05/2025;FAC-9;PED-4629;$ 145.000.000;Pendiente;Servicios;Fisica;Responsable 9
10/11/2022;NT00544;NIT0000000070;Google;COP;14/05/2024;FAC-9;PED-4630;$ 15.000.000;Pendiente;Tecnologia;Fisica;Responsable 9
28/04/2022;NT00545;NIT0000000001;ABM;COP;15/05/2024;FAC-10;PED-4631;$ 6.200.000;Pagada;Servicios Públicos;Electronica;Responsable 0
1/07/2022;NT00546;NIT0000000002;Subway;COP;27/01/2025;FAC-10;PED-4632;$ 9.000.000;Pagada;Consultoría;Electronica;Responsable 0
3/06/2023;NT00547;NIT0000000003;Sodexo;COP;20/11/2023;FAC-10;PED-4633;$ 11.000.000;Pagada;Servicios Públicos;Electronica;Responsable 0
8/07/2022;NT00548;NIT0000000005;ISS;COP;6/03/2024;FAC-10;PED-4635;$ 9.800.000;Pagada;Servicios Públicos;Electronica;Responsable 0
1/02/2022;NT00549;NIT0000000006;Rentokil;COP;30/12/2025;FAC-10;PED-4636;$ 1.200.000;Pagada;Servicios Públicos;Electronica;Responsable 0
9/12/2023;NT00550;NIT0000000008;IBM;COP;3/02/2024;FAC-10;PED-4638;$ 25.000.000;Pagada;Tecnologia;Electronica;Responsable 0
11/12/2023;NT00551;NIT0000000009;Oma;COP;16/11/2023;FAC-10;PED-4639;$ 3.200.000;Pagada;Consultoría;Electronica;Responsable 0
4/10/2022;NT00552;NIT0000000010;Deloitte;COP;6/12/2024;FAC-10;PED-4640;$ 40.000.000;Pagada;Servicios;Electronica;Responsable 0
14/03/2023;NT00553;NIT0000000011;Apple;COP;20/01/2023;FAC-10;PED-4641;$ 45.000.000;Pagada;Tecnologia;Electronica;Responsable 0
2/07/2024;NT00554;NIT0000000012;Intel;COP;19/02/2023;FAC-10;PED-4642;$ 32.000.000;Pagada;Tecnologia;Electronica;Responsable 0
11/05/2022;NT00555;NIT0000000013;General Mills;COP;6/10/2025;FAC-10;PED-4643;$ 39.000.000;Pagada;Alimentación;Electronica;Responsable 0
18/07/2023;NT00556;NIT0000000014;Unilever;COP;21/01/2025;FAC-10;PED-4644;$ 57.400.000;Pagada;Alimentación;Electronica;Responsable 0
4/02/2025;NT00557;NIT0000000015;Dunkin Donuts;COP;27/02/2022;FAC-10;PED-4645;$ 35.000.000;Pagada;Consultoría;Electronica;Responsable 0
6/03/2023;NT00558;NIT0000000017;Aramark;COP;16/03/2025;FAC-10;PED-4647;$ 12.000.000;Pagada;Servicios Públicos;Electronica;Responsable 0
10/08/2022;NT00559;NIT0000000018;E.ON;COP;11/06/2022;FAC-10;PED-4648;$ 18.000.000;Pagada;Energía;Electronica;Responsable 0
25/08/2024;NT00560;NIT0000000020;Iberdrola;COP;4/08/2025;FAC-10;PED-4650;$ 17.500.000;Pagada;Energía;Electronica;Responsable 0
21/04/2023;NT00561;NIT0000000021;Engie;COP;24/12/2023;FAC-10;PED-4651;$ 22.000.000;Pagada;Energía;Electronica;Responsable 0
3/03/2024;NT00562;NIT0000000023;TCS;COP;18/11/2022;FAC-10;PED-4653;$ 120.000.000;Pagada;Servicios;Electronica;Responsable 0
28/06/2025;NT00563;NIT0000000024;PepsiCo;COP;6/06/2022;FAC-10;PED-4654;$ 7.000.000;Pagada;Alimentación;Electronica;Responsable 0
6/07/2024;NT00564;NIT0000000025;PwC;COP;22/05/2025;FAC-10;PED-4655;$ 28.000.000;Pagada;Servicios;Electronica;Responsable 0
16/04/2022;NT00565;NIT0000000027;Duke Energy;COP;4/12/2023;FAC-10;PED-4657;$ 21.500.000;Pagada;Energía;Electronica;Responsable 0
9/04/2023;NT00566;NIT0000000028;McKinsey;COP;23/06/2025;FAC-10;PED-4658;$ 150.000.000;Pagada;Servicios;Electronica;Responsable 0
17/12/2024;NT00567;NIT0000000029;Danone;COP;7/07/2025;FAC-10;PED-4659;$ 5.800.000;Pagada;Alimentación;Electronica;Responsable 0
21/06/2023;NT00568;NIT0000000030;Facebook;COP;1/09/2025;FAC-10;PED-4660;$ 5.000.000;Pagada;Tecnologia;Electronica;Responsable 0
19/05/2022;NT00569;NIT0000000031;Microsoft;COP;8/01/2022;FAC-10;PED-4661;$ 18.000.000;Pagada;Tecnologia;Electronica;Responsable 0
3/09/2022;NT00570;NIT0000000032;Enel;COP;22/02/2023;FAC-10;PED-4662;$ 20.000.000;Pagada;Energía;Electronica;Responsable 0
23/04/2023;NT00571;NIT0000000033;Coca-Cola;COP;15/01/2024;FAC-10;PED-4663;$ 9.000.000;Pagada;Alimentación;Electronica;Responsable 0
21/10/2022;NT00572;NIT0000000035;Kellogg;COP;3/09/2022;FAC-10;PED-4665;$ 6.300.000;Pagada;Alimentación;Electronica;Responsable 0
26/06/2024;NT00573;NIT0000000036;Southern Company;COP;22/06/2022;FAC-10;PED-4666;$ 19.800.000;Pagada;Energía;Electronica;Responsable 0
12/11/2023;NT00574;NIT0000000037;Kraft Heinz;COP;18/07/2025;FAC-10;PED-4667;$ 4.500.000;Pagada;Alimentación;Electronica;Responsable 0
17/07/2025;NT00575;NIT0000000038;G4S;COP;28/02/2023;FAC-10;PED-4668;$ 8.500.000;Pagada;Servicios Públicos;Electronica;Responsable 0
22/06/2024;NT00576;NIT0000000040;RWE;COP;13/10/2025;FAC-10;PED-4670;$ 19.000.000;Pagada;Energía;Electronica;Responsable 0
23/05/2022;NT00577;NIT0000000041;Juan Valdez;COP;30/05/2023;FAC-10;PED-4671;$ 4.200.000;Pagada;Consultoría;Electronica;Responsable 0
20/06/2024;NT00578;NIT0000000042;Compass Group;COP;29/06/2024;FAC-10;PED-4672;$ 10.500.000;Pagada;Servicios Públicos;Electronica;Responsable 0
7/01/2023;NT00579;NIT0000000043;Serco;COP;27/03/2023;FAC-10;PED-4673;$ 9.000.000;Pagada;Servicios Públicos;Electronica;Responsable 0
13/01/2023;NT00580;NIT0000000045;NextEra Energy;COP;26/09/2025;FAC-10;PED-4675;$ 23.000.000;Pagada;Energía;Electronica;Responsable 0
12/05/2022;NT00581;NIT0000000046;Exelon;COP;14/11/2024;FAC-10;PED-4676;$ 18.700.000;Pagada;Energía;Electronica;Responsable 0
31/12/2024;NT00582;NIT0000000047;EDF;COP;11/03/2022;FAC-10;PED-4677;$ 19.200.000;Pagada;Energía;Electronica;Responsable 0
2/05/2023;NT00583;NIT0000000048;Oracle;COP;1/08/2022;FAC-10;PED-4678;$ 80.000.000;Pagada;Tecnologia;Electronica;Responsable 0
20/09/2024;NT00584;NIT0000000049;Starbucks;COP;8/07/2025;FAC-10;PED-4679;$ 5.500.000;Pagada;Consultoría;Electronica;Responsable 0
28/07/2025;NT00585;NIT0000000050;Accenture;COP;30/07/2023;FAC-10;PED-4680;$ 95.000.000;Pagada;Servicios;Electronica;Responsable 0
15/03/2023;NT00586;NIT0000000051;Mondelez;COP;28/04/2023;FAC-10;PED-4681;$ 6.900.000;Pagada;Alimentación;Electronica;Responsable 0
1/03/2024;NT00587;NIT0000000052;KPMG;COP;7/03/2023;FAC-10;PED-4682;$ 30.000.000;Pagada;Servicios;Electronica;Responsable 0
23/03/2024;NT00588;NIT0000000053;Cisco;COP;12/06/2023;FAC-10;PED-4683;$ 35.000.000;Pagada;Tecnologia;Electronica;Responsable 0
10/09/2025;NT00589;NIT0000000056;Burger King;COP;21/07/2023;FAC-10;PED-4686;$ 45.000.000;Pagada;Consultoría;Electronica;Responsable 0
14/08/2025;NT00590;NIT0000000057;KFC;COP;23/12/2023;FAC-10;PED-4687;$ 38.000.000;Pagada;Consultoría;Electronica;Responsable 0
25/08/2024;NT00591;NIT0000000058;Capgemini;COP;2/05/2024;FAC-10;PED-4688;$ 80.000.000;Pagada;Servicios;Electronica;Responsable 0
24/08/2024;NT00592;NIT0000000059;Amazon;COP;14/04/2023;FAC-10;PED-4689;$ 22.000.000;Pagada;Tecnologia;Electronica;Responsable 0
30/10/2024;NT00593;NIT0000000060;Tostao;COP;17/09/2025;FAC-10;PED-4690;$ 7.600.000;Pagada;Consultoría;Electronica;Responsable 0
13/10/2023;NT00594;NIT0000000061;McDonald's;COP;11/07/2025;FAC-10;PED-4691;$ 60.000.000;Pagada;Consultoría;Electronica;Responsable 0
1/06/2022;NT00595;NIT0000000062;Bain;COP;29/06/2022;FAC-10;PED-4692;$ 140.000.000;Pagada;Servicios;Electronica;Responsable 0
30/10/2022;NT00596;NIT0000000063;Procter & Gamble;COP;13/02/2022;FAC-10;PED-4693;$ 7.200.000;Pagada;Alimentación;Electronica;Responsable 0
24/12/2022;NT00597;NIT0000000064;Securitas;COP;28/04/2024;FAC-10;PED-4694;$ 8.700.000;Pagada;Servicios Públicos;Electronica;Responsable 0
27/01/2022;NT00598;NIT0000000065;Crepes & Waffles;COP;14/12/2025;FAC-10;PED-4695;$ 7.500.000;Pagada;Consultoría;Electronica;Responsable 0
20/04/2025;NT00599;NIT0000000066;SAP;COP;21/04/2025;FAC-10;PED-4696;$ 240.000.000;Pagada;Tecnologia;Electronica;Responsable 0
2/11/2025;NT00600;NIT0000000067;Mitie;COP;1/05/2023;FAC-10;PED-4697;$ 7.500.000;Pagada;Servicios Públicos;Electronica;Responsable 0
28/02/2024;NT00601;NIT0000000068;EY;COP;10/02/2023;FAC-10;PED-4698;$ 35.000.000;Pagada;Servicios;Electronica;Responsable 0
26/12/2023;NT00602;NIT0000000069;BCG;COP;26/12/2022;FAC-10;PED-4699;$ 145.000.000;Pagada;Servicios;Electronica;Responsable 0
8/12/2024;NT00603;NIT0000000070;Google;COP;6/03/2024;FAC-10;PED-4700;$ 15.000.000;Pagada;Tecnologia;Electronica;Responsable 0
5/09/2024;NT00604;NIT0000000001;ABM;COP;23/05/2025;FAC-11;PED-4701;$ 6.200.000;Pendiente;Servicios Públicos;Fisica;Responsable 1
24/03/2025;NT00605;NIT0000000002;Subway;COP;25/11/2024;FAC-11;PED-4702;$ 9.000.000;Pendiente;Consultoría;Fisica;Responsable 1
1/06/2022;NT00606;NIT0000000003;Sodexo;COP;3/08/2024;FAC-11;PED-4703;$ 11.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 1
27/01/2025;NT00607;NIT0000000005;ISS;COP;12/12/2023;FAC-11;PED-4705;$ 9.800.000;Pendiente;Servicios Públicos;Fisica;Responsable 1
14/10/2022;NT00608;NIT0000000006;Rentokil;COP;16/08/2023;FAC-11;PED-4706;$ 1.200.000;Pendiente;Servicios Públicos;Fisica;Responsable 1
13/12/2023;NT00609;NIT0000000008;IBM;COP;4/01/2023;FAC-11;PED-4708;$ 50.000.000;Pendiente;Tecnologia;Fisica;Responsable 1
2/07/2022;NT00610;NIT0000000009;Oma;COP;1/02/2024;FAC-11;PED-4709;$ 9.600.000;Pendiente;Consultoría;Fisica;Responsable 1
21/01/2025;NT00611;NIT0000000010;Deloitte;COP;27/12/2024;FAC-11;PED-4710;$ 40.000.000;Pendiente;Servicios;Fisica;Responsable 1
23/05/2024;NT00612;NIT0000000011;Apple;COP;24/08/2024;FAC-11;PED-4711;$ 45.000.000;Pendiente;Tecnologia;Fisica;Responsable 1
24/05/2025;NT00613;NIT0000000012;Intel;COP;10/09/2025;FAC-11;PED-4712;$ 32.000.000;Pendiente;Tecnologia;Fisica;Responsable 1
3/11/2022;NT00614;NIT0000000013;General Mills;COP;30/03/2023;FAC-11;PED-4713;$ 6.500.000;Pendiente;Alimentación;Fisica;Responsable 1
13/07/2025;NT00615;NIT0000000014;Unilever;COP;24/04/2025;FAC-11;PED-4714;$ 8.200.000;Pendiente;Alimentación;Fisica;Responsable 1
14/07/2024;NT00616;NIT0000000015;Dunkin Donuts;COP;14/04/2023;FAC-11;PED-4715;$ 70.000.000;Pendiente;Consultoría;Fisica;Responsable 1
29/05/2024;NT00617;NIT0000000017;Aramark;COP;31/07/2025;FAC-11;PED-4717;$ 12.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 1
29/03/2022;NT00618;NIT0000000018;E.ON;COP;27/06/2024;FAC-11;PED-4718;$ 18.000.000;Pendiente;Energía;Fisica;Responsable 1
26/09/2022;NT00619;NIT0000000020;Iberdrola;COP;17/02/2024;FAC-11;PED-4720;$ 17.500.000;Pendiente;Energía;Fisica;Responsable 1
28/03/2022;NT00620;NIT0000000021;Engie;COP;17/06/2025;FAC-11;PED-4721;$ 22.000.000;Pendiente;Energía;Fisica;Responsable 1
29/10/2022;NT00621;NIT0000000023;TCS;COP;18/07/2023;FAC-11;PED-4723;$ 120.000.000;Pendiente;Servicios;Fisica;Responsable 1
8/08/2025;NT00622;NIT0000000024;PepsiCo;COP;16/08/2025;FAC-11;PED-4724;$ 7.000.000;Pendiente;Alimentación;Fisica;Responsable 1
8/12/2022;NT00623;NIT0000000025;PwC;COP;18/02/2023;FAC-11;PED-4725;$ 28.000.000;Pendiente;Servicios;Fisica;Responsable 1
10/09/2024;NT00624;NIT0000000027;Duke Energy;COP;21/02/2022;FAC-11;PED-4727;$ 21.500.000;Pendiente;Energía;Fisica;Responsable 1
17/05/2024;NT00625;NIT0000000028;McKinsey;COP;31/10/2022;FAC-11;PED-4728;$ 150.000.000;Pendiente;Servicios;Fisica;Responsable 1
23/02/2025;NT00626;NIT0000000029;Danone;COP;19/08/2022;FAC-11;PED-4729;$ 5.800.000;Pendiente;Alimentación;Fisica;Responsable 1
13/08/2025;NT00627;NIT0000000030;Facebook;COP;19/09/2024;FAC-11;PED-4730;$ 5.000.000;Pendiente;Tecnologia;Fisica;Responsable 1
24/11/2022;NT00628;NIT0000000031;Microsoft;COP;20/04/2023;FAC-11;PED-4731;$ 36.000.000;Pendiente;Tecnologia;Fisica;Responsable 1
14/06/2025;NT00629;NIT0000000032;Enel;COP;19/07/2022;FAC-11;PED-4732;$ 20.000.000;Pendiente;Energía;Fisica;Responsable 1
25/11/2023;NT00630;NIT0000000033;Coca-Cola;COP;3/09/2022;FAC-11;PED-4733;$ 9.000.000;Pendiente;Alimentación;Fisica;Responsable 1
31/05/2024;NT00631;NIT0000000035;Kellogg;COP;10/03/2025;FAC-11;PED-4735;$ 12.600.000;Pendiente;Alimentación;Fisica;Responsable 1
28/10/2025;NT00632;NIT0000000036;Southern Company;COP;29/05/2022;FAC-11;PED-4736;$ 19.800.000;Pendiente;Energía;Fisica;Responsable 1
19/10/2023;NT00633;NIT0000000037;Kraft Heinz;COP;3/04/2025;FAC-11;PED-4737;$ 9.000.000;Pendiente;Alimentación;Fisica;Responsable 1
31/05/2023;NT00634;NIT0000000038;G4S;COP;9/12/2022;FAC-11;PED-4738;$ 8.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 1
11/04/2022;NT00635;NIT0000000040;RWE;COP;1/11/2022;FAC-11;PED-4740;$ 19.000.000;Pendiente;Energía;Fisica;Responsable 1
22/09/2025;NT00636;NIT0000000041;Juan Valdez;COP;28/09/2023;FAC-11;PED-4741;$ 4.200.000;Pendiente;Consultoría;Fisica;Responsable 1
26/10/2023;NT00637;NIT0000000042;Compass Group;COP;18/08/2022;FAC-11;PED-4742;$ 10.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 1
29/11/2023;NT00638;NIT0000000043;Serco;COP;12/10/2025;FAC-11;PED-4743;$ 9.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 1
5/06/2024;NT00639;NIT0000000045;NextEra Energy;COP;22/11/2023;FAC-11;PED-4745;$ 23.000.000;Pendiente;Energía;Fisica;Responsable 1
24/12/2025;NT00640;NIT0000000046;Exelon;COP;1/10/2022;FAC-11;PED-4746;$ 18.700.000;Pendiente;Energía;Fisica;Responsable 1
16/03/2022;NT00641;NIT0000000047;EDF;COP;30/11/2024;FAC-11;PED-4747;$ 19.200.000;Pendiente;Energía;Fisica;Responsable 1
25/09/2024;NT00642;NIT0000000048;Oracle;COP;9/11/2025;FAC-11;PED-4748;$ 80.000.000;Pendiente;Tecnologia;Fisica;Responsable 1
26/07/2022;NT00643;NIT0000000049;Starbucks;COP;23/11/2025;FAC-11;PED-4749;$ 5.500.000;Pendiente;Consultoría;Fisica;Responsable 1
11/09/2025;NT00644;NIT0000000050;Accenture;COP;4/07/2025;FAC-11;PED-4750;$ 95.000.000;Pendiente;Servicios;Fisica;Responsable 1
20/12/2025;NT00645;NIT0000000051;Mondelez;COP;5/11/2022;FAC-11;PED-4751;$ 13.800.000;Pendiente;Alimentación;Fisica;Responsable 1
17/02/2023;NT00646;NIT0000000052;KPMG;COP;7/06/2022;FAC-11;PED-4752;$ 30.000.000;Pendiente;Servicios;Fisica;Responsable 1
24/05/2025;NT00647;NIT0000000053;Cisco;COP;4/12/2022;FAC-11;PED-4753;$ 35.000.000;Pendiente;Tecnologia;Fisica;Responsable 1
1/10/2025;NT00648;NIT0000000056;Burger King;COP;28/07/2025;FAC-11;PED-4756;$ 90.000.000;Pendiente;Consultoría;Fisica;Responsable 1
28/08/2023;NT00649;NIT0000000057;KFC;COP;3/07/2024;FAC-11;PED-4757;$ 38.000.000;Pendiente;Consultoría;Fisica;Responsable 1
24/06/2025;NT00650;NIT0000000058;Capgemini;COP;24/08/2023;FAC-11;PED-4758;$ 80.000.000;Pendiente;Servicios;Fisica;Responsable 1
9/11/2023;NT00651;NIT0000000059;Amazon;COP;12/05/2022;FAC-11;PED-4759;$ 22.000.000;Pendiente;Tecnologia;Fisica;Responsable 1
13/08/2025;NT00652;NIT0000000060;Tostao;COP;23/02/2025;FAC-11;PED-4760;$ 3.800.000;Pendiente;Consultoría;Fisica;Responsable 1
27/05/2024;NT00653;NIT0000000061;McDonald's;COP;26/06/2022;FAC-11;PED-4761;$ 120.000.000;Pendiente;Consultoría;Fisica;Responsable 1
21/02/2024;NT00654;NIT0000000062;Bain;COP;26/10/2023;FAC-11;PED-4762;$ 140.000.000;Pendiente;Servicios;Fisica;Responsable 1
15/02/2023;NT00655;NIT0000000063;Procter & Gamble;COP;17/08/2025;FAC-11;PED-4763;$ 14.400.000;Pendiente;Alimentación;Fisica;Responsable 1
5/05/2024;NT00656;NIT0000000064;Securitas;COP;7/03/2022;FAC-11;PED-4764;$ 8.700.000;Pendiente;Servicios Públicos;Fisica;Responsable 1
9/09/2023;NT00657;NIT0000000065;Crepes & Waffles;COP;7/08/2023;FAC-11;PED-4765;$ 22.500.000;Pendiente;Consultoría;Fisica;Responsable 1
14/07/2022;NT00658;NIT0000000066;SAP;COP;1/12/2023;FAC-11;PED-4766;$ 240.000.000;Pendiente;Tecnologia;Fisica;Responsable 1
30/04/2022;NT00659;NIT0000000067;Mitie;COP;23/06/2023;FAC-11;PED-4767;$ 7.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 1
27/10/2023;NT00660;NIT0000000068;EY;COP;5/11/2025;FAC-11;PED-4768;$ 35.000.000;Pendiente;Servicios;Fisica;Responsable 1
28/11/2023;NT00661;NIT0000000069;BCG;COP;14/02/2025;FAC-11;PED-4769;$ 145.000.000;Pendiente;Servicios;Fisica;Responsable 1
29/08/2022;NT00662;NIT0000000070;Google;COP;14/05/2022;FAC-11;PED-4770;$ 15.000.000;Pendiente;Tecnologia;Fisica;Responsable 1
25/10/2024;NT00663;NIT0000000001;ABM;COP;7/06/2025;FAC-12;PED-4771;$ 6.200.000;Pagada;Servicios Públicos;Electronica;Responsable 2
26/07/2025;NT00664;NIT0000000002;Subway;COP;12/12/2024;FAC-12;PED-4772;$ 18.000.000;Pagada;Consultoría;Electronica;Responsable 2
7/01/2024;NT00665;NIT0000000003;Sodexo;COP;19/01/2024;FAC-12;PED-4773;$ 11.000.000;Pagada;Servicios Públicos;Electronica;Responsable 2
28/11/2025;NT00666;NIT0000000005;ISS;COP;9/03/2024;FAC-12;PED-4775;$ 9.800.000;Pagada;Servicios Públicos;Electronica;Responsable 2
6/03/2022;NT00667;NIT0000000006;Rentokil;COP;14/03/2023;FAC-12;PED-4776;$ 1.200.000;Pagada;Servicios Públicos;Electronica;Responsable 2
16/06/2022;NT00668;NIT0000000008;IBM;COP;31/08/2022;FAC-12;PED-4778;$ 50.000.000;Pagada;Tecnologia;Electronica;Responsable 2
17/10/2023;NT00669;NIT0000000009;Oma;COP;22/02/2024;FAC-12;PED-4779;$ 6.400.000;Pagada;Consultoría;Electronica;Responsable 2
19/06/2023;NT00670;NIT0000000010;Deloitte;COP;20/10/2025;FAC-12;PED-4780;$ 40.000.000;Pagada;Servicios;Electronica;Responsable 2
25/02/2022;NT00671;NIT0000000011;Apple;COP;3/11/2022;FAC-12;PED-4781;$ 45.000.000;Pagada;Tecnologia;Electronica;Responsable 2
17/10/2023;NT00672;NIT0000000012;Intel;COP;2/11/2022;FAC-12;PED-4782;$ 32.000.000;Pagada;Tecnologia;Electronica;Responsable 2
19/04/2022;NT00673;NIT0000000013;General Mills;COP;27/02/2025;FAC-12;PED-4783;$ 13.000.000;Pagada;Alimentación;Electronica;Responsable 2
22/01/2023;NT00674;NIT0000000014;Unilever;COP;8/02/2023;FAC-12;PED-4784;$ 16.400.000;Pagada;Alimentación;Electronica;Responsable 2
29/12/2025;NT00675;NIT0000000015;Dunkin Donuts;COP;21/05/2024;FAC-12;PED-4785;$ 35.000.000;Pagada;Consultoría;Electronica;Responsable 2
20/11/2025;NT00676;NIT0000000017;Aramark;COP;16/08/2022;FAC-12;PED-4787;$ 12.000.000;Pagada;Servicios Públicos;Electronica;Responsable 2
19/07/2022;NT00677;NIT0000000018;E.ON;COP;23/12/2023;FAC-12;PED-4788;$ 18.000.000;Pagada;Energía;Electronica;Responsable 2
30/12/2022;NT00678;NIT0000000020;Iberdrola;COP;28/09/2022;FAC-12;PED-4790;$ 17.500.000;Pagada;Energía;Electronica;Responsable 2
26/09/2024;NT00679;NIT0000000021;Engie;COP;28/07/2025;FAC-12;PED-4791;$ 22.000.000;Pagada;Energía;Electronica;Responsable 2
13/12/2023;NT00680;NIT0000000023;TCS;COP;18/11/2025;FAC-12;PED-4793;$ 120.000.000;Pagada;Servicios;Electronica;Responsable 2
18/10/2025;NT00681;NIT0000000024;PepsiCo;COP;21/07/2022;FAC-12;PED-4794;$ 14.000.000;Pagada;Alimentación;Electronica;Responsable 2
1/07/2022;NT00682;NIT0000000025;PwC;COP;6/02/2022;FAC-12;PED-4795;$ 28.000.000;Pagada;Servicios;Electronica;Responsable 2
13/09/2022;NT00683;NIT0000000027;Duke Energy;COP;10/12/2023;FAC-12;PED-4797;$ 21.500.000;Pagada;Energía;Electronica;Responsable 2
25/06/2024;NT00684;NIT0000000028;McKinsey;COP;29/12/2022;FAC-12;PED-4798;$ 150.000.000;Pagada;Servicios;Electronica;Responsable 2
20/07/2022;NT00685;NIT0000000029;Danone;COP;5/12/2024;FAC-12;PED-4799;$ 23.200.000;Pagada;Alimentación;Electronica;Responsable 2
22/01/2022;NT00686;NIT0000000030;Facebook;COP;20/09/2023;FAC-12;PED-4800;$ 5.000.000;Pagada;Tecnologia;Electronica;Responsable 2
15/04/2025;NT00687;NIT0000000031;Microsoft;COP;13/05/2024;FAC-12;PED-4801;$ 36.000.000;Pagada;Tecnologia;Electronica;Responsable 2
7/03/2023;NT00688;NIT0000000032;Enel;COP;28/03/2024;FAC-12;PED-4802;$ 20.000.000;Pagada;Energía;Electronica;Responsable 2
26/11/2022;NT00689;NIT0000000033;Coca-Cola;COP;14/12/2025;FAC-12;PED-4803;$ 36.000.000;Pagada;Alimentación;Electronica;Responsable 2
9/09/2024;NT00690;NIT0000000035;Kellogg;COP;25/02/2024;FAC-12;PED-4805;$ 25.200.000;Pagada;Alimentación;Electronica;Responsable 2
6/01/2024;NT00691;NIT0000000036;Southern Company;COP;30/08/2024;FAC-12;PED-4806;$ 19.800.000;Pagada;Energía;Electronica;Responsable 2
25/02/2022;NT00692;NIT0000000037;Kraft Heinz;COP;24/08/2024;FAC-12;PED-4807;$ 18.000.000;Pagada;Alimentación;Electronica;Responsable 2
13/04/2025;NT00693;NIT0000000038;G4S;COP;27/05/2023;FAC-12;PED-4808;$ 8.500.000;Pagada;Servicios Públicos;Electronica;Responsable 2
10/05/2025;NT00694;NIT0000000040;RWE;COP;20/12/2024;FAC-12;PED-4810;$ 19.000.000;Pagada;Energía;Electronica;Responsable 2
